mz_axis
2001
14430,3
14459,54706
14475,35
14480,04
14496,42903
14510,8125
14521,25
14534,05909
14550,66129
14562,63333
14569,4
14583,65455
14599,1
14608,4
14693,69333
14789,825
14877,9
14918,1
14955,3
14994,5
15047,4
15076,4
15090,73
15105,1
15130,02367
15149,16667
15153,5
15161,725
15180,925
15204,6
15242,03333
15282,9
15306,38
15339,24372
15361,43333
15367,565
15374,27
15383,15
15432,6
15484,38
15528,6
15564,225
15634,7
15698,16667
15766,6
15783,9
15795
15851
15870,7199
15894,5
15907,16
15923,88333
15935
15990,64
16048,76
16080,9602
16111,285
16149,685
16204,1
16268,4
16308,25
16348,1
16451,24286
16526,74444
16565,28333
16594,2
16609,4
16625,3
16647,08333
16682,65625
16710,1
16723,45
16739,03333
16756,65
16783,67273
16820,85
16842,3375
16851,45
16854
16855,95
16857,56667
16864,03333
16876,24
16894,33077
16912,6
16917,5
16929,76667
16949,55333
16969,1125
16979,4
16995,40625
17017,33333
17036,175
17046,5
17062,42143
17075,8
17079,6
17080,6
17082,56667
17106,02647
17135,11579
17163,33077
17197,21765
17240,95455
17273,7
17284,6
17295,36667
17315,00769
17332,75
17351,8
17360,8
17374,65
17401,16364
17423,8
17447,50588
17492,99286
17531,5
17549,5
17568,25
17606,66923
17662,92
17702,2
17736,9
17754,525
17771,17273
17797,83684
17820,56667
17848,17692
17889,38889
17929,4
17951,37778
17969,6
17983,425
18003,57143
18034,71579
18068,64444
18108,23636
18154,31579
18190,88333
18237,86842
18275,20909
18304,53333
18317,28
18336,225
18355,42857
18368,94167
18381,5
18412,35
18456,21429
18502,13214
18551,875
18578,44167
18612,77143
18662,89545
18720,87692
18762,26667
18781,44
18821,28571
18859,02
18885,47778
18922,23158
18967,34286
18996,5375
19028,49091
19047,46667
19059,76667
19094,67273
19134,68
19159,46
19178,36364
19195,75
19210,77778
19230,46667
19245,56667
19271,37143
19298,76667
19318,4
19341,42727
19389,80769
19425,91667
19451,96667
19489,115
19519,38
19530,3
19558,84286
19599,82857
19614,85
19637,87222
19682,10769
19741,69643
19787,14545
19811,13333
19831,9
19870,2125
19904,56667
19934,10667
19965,76957
19994
19996,9
19998,7
19999,65
