mz_axis
2001
2005,4
2008,2
2011,89
2014,554545
2015,4
2018,504878
2022,0475
2025,275
2028,066667
2031,433333
2035,361538
2039,990566
2045,771429
2052,95
2057,75
2068,5
2079,327273
2086,3
2088,625
2091,590323
2096,665556
2102,075
2105,4
2108,533333
2112,5
2120,9625
2130,8
2137,5
2142,155556
2147,1
2152,353333
2158,716667
2163,825
2172,871429
2180,4
2189,633333
2195,75
2201,275
2210,2
2217,756
2223,94
2235,88
2244,2
2248,925
2255,657143
2264,014286
2275,155556
2282,15
2286,261905
2290,764602
2294
2296,143478
2299,925
2304,2
2309,1
2317,633333
2324,416667
2326,7
2331,816923
2338,3
2342,2
2358,633333
2370,057143
2382,066667
2393,666667
2407,9
2415,453846
2421,514286
2425,945652
2430,117593
2434,945833
2438,175
2440,8
2450,4
2463,2625
2474,085714
2485,894737
2499
2509,28
2520,7
2528,075
2534,111111
2542,92
2551,425
2559,3
2565,65
2582,78
2589,85
2593,28
2597,472
2599,98
2603,02069
2609,26
2616,05
2624,166667
2631,866667
2640,175
2645,653448
2650,085714
2652
2654,1
2662,371429
2675,2
2689,378571
2711,492308
2722,2875
2728
2733,225
2739,033333
2741,55
2745,1
2750,35
2758,107143
2764,825
2777
2783,161538
2803,075
2811,26
2826
2841,25
2851,316667
2857,358333
2863,866667
2871,562069
2879,9
2891,36
2903,664286
2922,6
2935,15
2945,133333
2954,1
2957,9
2962,05
2965
2967
2969,533333
2977,542742
2984,3
2985,95
2993,141667
3002,395455
3008,483333
3014,557143
3024,05
3033,2
3042,728571
3070,866667
3080,3
3084,9
3092,115385
3100,225
3104,3
3110,816977
3116,75
3122,105882
3125,9
3129,633333
3137,7
3143,481667
3153,544444
3161,15
3172,6
3180,62381
3186,2
3201,2
3211,32
3213,85
3215,1
3220,681081
3226,96875
3230,388889
3240,2
3251
3269,333333
3278
3287,88
3300,2
3311,73
3319,281111
3331,240678
3339,1
3342,1
3346,15
3353,2
3362,2
3370,25
3377,16
3421,723529
3432,4
3445,04
3451,566667
3454,15
3460,129524
3472,188235
3477,3
3483,45
3493,316667
3504,133333
3513,076471
3523,5
3534,45
3547,64
3557,666667
3565,66
3579,8
3590,5
3609,8
3626,333333
3637,866667
3645,36
3653,848387
3664,737143
3678,991429
3696,148276
3705,05
3721,366667
3743,45
3761
3779,033333
3784,8
3793,022727
3804,037143
3811,1
3813,7
3824,742857
3835,1
3844,7
3860,9
3875,1
3887,55
3898,11625
3907,06
3920,430952
3929,1
3931,6
3946,842857
3958,366667
3965,4
3971,17
3981,554545
3993,25
4010,25
4018,633333
4025,982955
4035,2
4050,826667
4072,7
4102,1
4128,6
4148,383333
4156,453171
4172
4178,12809
4188,584211
4203,1
4252,727143
4290,05
4306,875
4326,266667
4348,5
4351,925
4362,478482
4369,6
4375,1
4383,29
4395,217
4404,35
4417,484
4430,2
4444,4
4460,459286
4471,233333
4477,8
4484,58
4493,2
4516,025
4533,564286
4544,4
4549,866667
4558,033333
4564,3
4572,502714
4582,336364
4598,80625
4609,5
4619
4631,83
4652,05
4668,85
4683,741667
4692,5
4701,766667
4713,371618
4722,578824
4733,105
4740
4769,333333
4795,26
4815,066667
4816,9
4818,483158
4819,7375
4820,5
4821
4821,2
4821,541667
4822,345
4823
4823,15
4823,357143
4823,5925
4823,85
4824
4824,15
4824,366667
4824,5
4824,52
4824,6
4824,7
4825,434286
4827,45
4830,7
4843,706667
4857,659275
4871,645455
4898,171429
4926,775
4964,673077
4981,35
5008,8
5026,436364
5045,156522
5057,694737
5071,167846
5077,7
5093,096429
5112,542273
5126,7
5140,416667
5159,356786
5182,3
5202,875
5217,1
5236,65
5246,2
5258,075
5270,988889
5282,8
5285,525
5292,484206
5298
5298,8
5304,566667
5314,138095
5327,242857
5339,6
5360,82619
5366,1
5367,3
5370,4
5379,487222
5392,9
5401,6
5415,433333
5429,42
5448,654545
5472,282143
5493,828571
5510,15
5523,4
5539,626667
5555,028571
5569
5585,18
5602,1
5619,8
5626,5
5640,611765
5654
5676,1
5690,790909
5709,007246
5733,434483
5747,2
5754,7
5774,2
5796,996364
5817
5829,566667
5848,523077
5871,14
5889,2
5900,125
5917,906838
5928,333333
5939,2125
5956,7
5993,36
6023,833333
6055,466667
6077,65
6108,791667
6123,282927
6132,233333
6139,6
6147,35
6161,2
6179,568182
6201,525
6221,95
6239,55
6292,07
6322,475
6383,1
6435,245413
6457,510811
6480,64
6541,55
6633,607763
6656,383333
6677,628571
6839,684434
6859,754167
6930,333333
6954,271429
7012,7
7034,6
7040,8
7042,4125
7043,275
7043,8
7045,648571
7048,786441
7051,525
7052,466667
7053,55
7056,85
7064,822917
7074,683333
7085,914286
7105,711111
7131,65
7141,5
7149,3
7158,133333
7168,85
7186,333333
7212,244444
7232,766667
7242,5
7259,837037
7276,025
7287,333333
7310,1675
7322,75
7331,96
7354,883333
7384,066667
7430,857143
7471,4
7552,3
7566,706091
7591,15
7617,057143
7646,995556
7671,154136
7679,88
7682,8
7686,85
7705,708333
7719,2
7748,415
7772,406598
7789,61
7793,973333
7812,2
7833,925
7869,4
7902,85
7936,495238
7952,2
7962,7
7972,5
7994,231818
8015,411667
8042,054956
8064,6
8077,6
8103,325
8149,987143
8180,1
8211,937843
8225,171429
8233,2
8241,55
8255,1
8276
8292,175
8312,146154
8336,716667
8352,408333
8372,5375
8387,65
8410,006667
8437,907143
8457,2
8478,5
8487,75
8496,28
8507,8
8526,134667
8566,684
8586,1
8605,535714
8627,164545
8655,29321
8682,022
8703,8
8726,6
8768,116118
8789,406667
8839,20125
8865,615
8918,986538
8934,3
8941,507692
8958,3
8993,1
9033,1
9113,2
9123,15
9134,66224
9156,421667
9203,2
9285,6
9350,15
9393,8
9424,247368
9450,35
9482,366667
9555,7
9599
9618,05
9639,440438
9672,4
9715,049211
9748,65
9836,2
9873,25
9920,605952
9933,332143
9939,793793
9946,55
9975,42
10016,55
10040,31429
10066,44
10079,95
10087,95
10094,9
10101,7
10106,675
10109,7
10114,38571
10119,74167
10125,85
10133,55625
10145,70056
10162,71579
10178,35714
10189,7
10205,425
10216,4
10223,23333
10229,72
10235,475
10241,1
10247,35
10262,14412
10278,6
10283,32857
10288,54
10292,65
10298,68333
10303,4
10305,1
10305,78
10305,8
10306,3
10307,13333
10309,05
10311,75
10317
10328,95
10336,44111
10340,6
10341,83333
10343,92
10345,83333
10346,85
10347,2
10347,26
10347,3
10349,22
10351,125
10353,5
10356,4
10360,4
10368,375
10379,2
10393,8
10397,8
10403,08889
10410,1
10417,45
10430,1
10436,95
10440,7
10450,35909
10461,85
10478,19412
10493,15
10511,33571
10534,72
10556,83333
10581,6875
10605,1
10612,16667
10623,04583
10631,875
10639,25
10665,4
10695,3
10724,36667
10728,1
10736,76923
10744,9
10749,8
10768,1875
10794,84286
10819,68
10832,8
10849,60741
10877,285
10897,36667
10919,06667
10960,96
10990,99
11007,37778
11019,42
11039,34167
11057,1
11069,385
11099,9037
11126,75
11140,5
11168,0125
11205,03333
11236,26
11254,51429
11263,77778
11280,4
11303,10909
11334,81429
11352,5
11360,25833
11372,17188
11384,58333
11401,71818
11419,775
11431,625
11446,05
11466,12462
11483,91667
11489,925
11502,33867
11528,8125
11554,8
11591,05375
11618
11633,55
11642,1
11655,64435
11669,3
11686,74946
11747,86471
11777,6
11793,77778
11824,31188
11853,34615
11868,36667
11874,8
11882
11895,284
11911,81111
11924,36667
11951,70588
11982,41429
11996,95
12004,1
12018,55625
12047,39231
12073,13077
12089,24
12099,23333
12106,93
12117,225
12126,2625
12136,14
12146,95714
12155,68333
12170,55294
12184,14286
12190,4
12194,6
12199,375
12217,16667
12239,08889
12249,6
12252,35
12255,6
12262,675
12277,14286
12286,6
12294,65556
12304,83333
12312,16667
12317,85
12325,55
12344,5
12358,8
12366,975
12379,62857
12392,5625
12402,13333
12409,81667
12416,1
12422,6
12449,75556
12483,6
12511,05
12546,6
12555,43333
12560,6
12574,87643
12584,93333
12587,8
12596,84286
12612
12651,55
12691,475
12717,66667
12732,95
12743,15
12745,75
12757,68933
12766,73333
12769,9
12774,55
12784,53
12817,76667
12850,3
12855,2
12858,936
12863,6525
12870,51758
12877,32
12880,075
12898,1
12926,13333
12974,38
13025,65
13048,23333
13082,36
13115,625
13131,816
13144,6
13157,15
13188,8
13225,17
13245,1
13255,72
13268,57
13285,06154
13300,5625
13316,82195
13331,765
13341,84286
13350,5
13361,63333
13379,7
13408,06667
13426,44
13454,35484
13483,48
13507,125
13516,82
13524,6
13554,20417
13584,1
13599,43333
13630,7125
13665,69
13716,94
13758,95
13767,16
13785,45
13806
13811,6
13815,7
13837,41935
13861,4
13869,93846
13883,55135
13891,62222
13900,28846
13911,33333
13914,8
13939,216
14006,72857
14038,025
14077
14103,9
14114,3
14133,6
14152,075
14161,1
14168,85
14191,83333
14217,5
14239,27692
14254,4
14266,6
14292,41944
14318,22222
14340,93846
14370
14391,90769
14408,84444
