,0,1
3132,3790.4,2.1
3133,3790.5,8
3134,3790.6,7.2
3135,3790.6,7.6
3136,3790.7,9.1
3137,3790.7,6
3138,3790.8,2.9
3139,3791.1,2.6
3140,3791.1,5
3141,3791.3,6
3142,3791.4,11.1
3143,3791.4,8.1
3144,3791.4,5.7
3145,3791.5,2.9
3146,3791.5,2.6
3147,3791.5,1
3148,3791.5,5.7
3149,3791.5,10.5
3150,3791.5,4.5
3151,3791.5,6.4
3152,3791.6,3.8
3153,3791.6,7.1
3154,3791.6,8.7
3155,3791.6,2.3
3156,3791.7,1.5
3157,3791.7,6.3
3158,3791.7,8.5
3159,3791.8,3.6
3160,3791.8,7.8
3161,3791.8,5.3
3162,3791.9,4.5
3163,3791.9,6.9
3164,3792,5.1
3165,3792,5.2
3166,3792.2,7.8
3167,3792.2,5.7
3168,3792.2,6.7
3169,3792.2,6.7
3170,3792.3,2.4
3171,3792.4,7.1
3172,3792.5,4.8
3173,3792.6,5.8
3174,3792.6,6.9
3175,3792.7,3.8
3176,3792.7,2.8
3177,3792.7,5.1
3178,3792.7,3.6
3179,3792.8,2.6
3180,3792.8,4
3181,3792.9,2.5
3182,3792.9,10.9
3183,3792.9,9.1
3184,3793,3.3
3185,3793,6.6
3186,3793.2,1.8
3187,3793.2,3
3188,3793.3,3.2
3189,3793.3,11
3190,3793.3,5.6
3191,3793.4,5.8
3192,3793.4,13.1
3193,3793.5,8.2
3194,3793.5,8.4
3195,3793.6,5.2
3196,3793.6,8.2
3197,3793.6,5
3198,3793.6,7.6
3199,3793.6,7.1
3200,3793.6,3
3201,3793.6,8.1
3202,3793.7,12
3203,3793.7,9.9
3204,3793.7,6
3205,3793.7,9.7
3206,3793.7,7.1
3207,3793.8,10.2
3208,3793.8,11.2
3209,3793.8,7.7
3210,3793.9,6
3211,3793.9,3.9
3212,3793.9,1.1
3213,3793.9,6.5
3214,3793.9,8
3215,3793.9,4.7
3216,3794,2
3217,3794,13.6
3218,3794,3.7
3219,3794,6.8
3220,3794.1,2.4
3221,3794.1,3.3
3222,3794.1,3.7
3223,3794.1,6.3
3224,3794.1,8.8
3225,3794.1,9.6
3226,3794.2,5.8
3227,3794.2,7.5
3228,3794.2,3.7
3229,3794.2,8
3230,3794.2,8.9
3231,3794.3,8.7
3232,3794.3,3.3
3233,3794.4,9.3
3234,3794.4,4
3235,3794.4,6
3236,3794.4,9.2
3237,3794.5,8.8
3238,3794.5,6.7
3239,3794.5,4.7
3240,3794.6,6.7
3241,3794.6,2.1
3242,3794.6,6.9
3243,3794.6,8.2
3244,3794.6,3.1
3245,3794.7,9.9
3246,3794.7,7.6
3247,3794.8,6
3248,3794.8,2.3
3249,3794.8,4.3
3250,3794.9,7.7
3251,3794.9,12
3252,3794.9,3.7
3253,3794.9,7.8
3254,3795.1,3.1
3255,3795.1,8.9
3256,3795.1,4.3
3257,3795.2,8.2
3258,3795.2,2.4
3259,3795.2,3.7
3260,3795.4,3
3261,3795.4,1.7
3262,3795.4,6
3263,3795.4,6.4
3264,3795.5,3.2
3265,3795.5,2.3
3266,3795.5,7.7
3267,3795.6,6
3268,3795.7,7.5
3269,3795.7,7.5
3270,3795.7,10.9
3271,3795.7,3.2
3272,3796,6.8
3273,3796.3,8.9
3274,3796.3,9.6
3275,3796.4,5.7
3276,3796.7,6.4
3277,3796.8,5.8
3278,3797.1,3
3279,3797.2,7.4
3280,3797.2,2.8
3281,3797.4,9.1
3282,3797.5,10.6
3283,3797.6,5.5
3284,3798.7,1.8
3285,3799.6,2.7
3286,3799.9,3.5
3287,3800.4,8.5
3288,3800.9,4.8
3289,3801.1,9.4
3290,3801.1,8.9
3291,3801.5,8.5
3292,3801.7,1.9
3293,3801.8,4
3294,3801.9,9.1
3295,3802.2,4.9
3296,3802.8,3.1
3297,3803,4.6
3298,3803.1,4.7
3299,3803.2,1.9
3300,3803.2,12.4
3301,3803.7,2.7
3302,3804.2,4.2
3303,3804.4,2.9
3304,3804.8,0.8
3305,3804.8,3.6
3306,3805.5,2.6
3307,3805.5,2.4
3308,3805.8,1.4
3309,3806.2,2
3310,3806.3,2.5
3311,3806.7,2.3
3312,3806.9,0.8
3313,3807.2,2.4
3314,3807.4,3.2
3315,3808.3,1.4
3316,3808.7,3.4
3317,3809,3.7
3318,3809.8,2.4
3319,3811.1,4.2
3320,3813.7,4.6
3321,3821.1,1.1
3322,3822.1,5.1
3323,3822.9,4.5
3324,3824.2,7.1
3325,3824.3,1.6
3326,3828.3,1.9
3327,3830.3,2.3
3328,3835.1,2.2
3329,3840.3,3.6
3330,3840.9,2.3
3331,3843.5,3.5
3332,3848.6,5.9
3333,3850.2,2.1
3334,3858.6,3.2
3335,3863.2,2.5
3336,3875.1,1.5
3337,3885.3,3.2
3338,3885.7,2
3339,3886.5,0.9
3340,3886.9,1.5
3341,3887.3,1.9
3342,3888.6,2.3
3343,3888.7,1.6
3344,3891.4,16.5
3345,3894.6,6.3
3346,3895.8,6.9
3347,3896.7,4.6
3348,3897.63,2.69
3349,3899,2.1
3350,3900,2.4
3351,3900.2,3
3352,3901,4.4
3353,3905.3,1.7
3354,3905.6,1
3355,3906.7,1.3
3356,3907.9,2.4
3357,3909.8,1.9
3358,3912.7,1.5
3359,3914.4,2.2
3360,3915.5,3.2
3361,3916.4,9.1
3362,3917.9,2.5
3363,3917.9,1.3
3364,3918,2.4
3365,3918.2,2.7
3366,3918.9,1.9
3367,3919.1,3
3368,3919.2,0.6
3369,3920.4,3.4
3370,3922.3,2.7
3371,3923.5,3.2
3372,3923.7,1.5
3373,3923.9,0.8
3374,3923.9,0.6
3375,3924.4,1.2
3376,3925.4,2.5
3377,3926.65,1.46
3378,3926.7,1.1
3379,3929.1,1.1
3380,3931.6,1.7
3381,3943.1,1.4
3382,3944.2,3.6
3383,3946.4,1.7
3384,3946.8,1
3385,3947.4,0.4
3386,3949.2,2.8
3387,3950.8,1.9
3388,3957.1,2.3
3389,3958.4,1.9
3390,3959.6,3.9
3391,3965.4,1.4
3392,3968.6,1.3
3393,3968.9,3.2
3394,3969.3,1.3
3395,3969.6,0.9
3396,3971.9,3.4
3397,3972,1.4
3398,3972.1,0.5
3399,3972.5,0.7
3400,3972.8,2.2
3401,3974,3.2
3402,3976.5,2.5
3403,3976.8,1.5
3404,3977.2,1.8
3405,3979.6,1.6
3406,3981.4,19.9
3407,3981.4,2.6
3408,3983.3,1.9
3409,3983.6,3.7
3410,3985.7,2
3411,3985.8,1.5
3412,3985.8,1.6
3413,3989.4,1.7
3414,3989.8,0.9
3415,3990.6,0.9
3416,3992.8,1.3
3417,3993.9,0.5
3418,3994,0.9
3419,3994.5,0.8
3420,3994.7,0.5
3421,3995.9,1.7
3422,3996.9,1.2
3423,4007.7,2.9
3424,4012.8,1.8
3425,4018.5,2.3
3426,4018.7,2.2
3427,4018.7,2.2
3428,4020.6,2.4
3429,4021.1,3.9
3430,4022.1,2.1
3431,4022.1,1.6
3432,4022.1,3.8
3433,4022.2,1.7
3434,4022.4,4.9
3435,4022.6,2.9
3436,4023.1,1.7
3437,4023.13,3.39
3438,4023.3,1.3
3439,4023.3,2.8
3440,4023.5,2.6
3441,4023.8,4.3
3442,4024.2,2.1
3443,4024.2,1.8
3444,4024.5,2.1
3445,4024.5,0.5
3446,4024.6,3.7
3447,4024.8,2
3448,4025.1,2.3
3449,4025.1,1.7
3450,4025.3,1.5
3451,4025.5,1.5
3452,4026,1.2
3453,4026.2,3.5
3454,4026.7,1
3455,4027.1,4.5
3456,4027.2,4.3
3457,4027.3,2.3
3458,4027.9,2
3459,4028.1,3
3460,4028.2,1.7
3461,4029,5.8
3462,4029.1,1.9
3463,4029.2,2.4
3464,4029.3,2.8
3465,4029.4,1.6
3466,4029.8,2.2
3467,4030.3,4.2
3468,4031.72,5.5
3469,4032,2.1
3470,4032.1,2.2
3471,4033.5,2.9
3472,4035.1,3.7
3473,4035.3,5.5
3474,4050.17,2.68
3475,4050.3,2.8
3476,4052.01,2.46
3477,4072.7,6.5
3478,4102.1,2.2
3479,4128.6,5
3480,4147.6,23.9
3481,4147.6,49
3482,4148.1,8.5
3483,4148.4,6.9
3484,4149.3,8.4
3485,4149.3,13.8
3486,4150.4,16.8
3487,4150.9,9.1
3488,4151.5,14.3
3489,4151.7,3.1
3490,4151.7,34.1
3491,4151.9,25.8
3492,4151.9,19.8
3493,4152,12.1
3494,4152.2,50.1
3495,4152.4,45.7
3496,4152.7,57.1
3497,4152.8,19.3
3498,4152.8,100
3499,4152.9,38.5
3500,4153,29.8
3501,4153,34.3
3502,4153,28.5
3503,4153.1,64.4
3504,4153.1,11.3
3505,4153.2,71.1
3506,4153.3,3.4
3507,4153.3,14.5
3508,4153.6,14.4
3509,4153.8,49.5
3510,4153.8,28.6
3511,4153.8,35.8
3512,4153.9,7.7
3513,4154,75.8
3514,4154,49.5
3515,4154.2,29.8
3516,4154.2,43.4
3517,4154.3,28.2
3518,4154.3,26.8
3519,4154.4,33.8
3520,4154.5,17
3521,4154.5,27.4
3522,4154.7,14.9
3523,4154.8,100
3524,4154.8,76.8
3525,4154.8,43.1
3526,4154.9,29.5
3527,4155,29.1
3528,4155,11.7
3529,4155,100
3530,4155.1,89.7
3531,4155.1,27.2
3532,4155.1,27.7
3533,4155.1,23.4
3534,4155.1,81.3
3535,4155.1,31.9
3536,4155.2,100
3537,4155.2,11.1
3538,4155.2,18.6
3539,4155.2,30.7
3540,4155.2,82.3
3541,4155.2,13
3542,4155.3,13.3
3543,4155.3,62.8
3544,4155.4,19
3545,4155.5,11.9
3546,4155.5,13.3
3547,4155.5,13
3548,4155.6,100
3549,4155.6,21.8
3550,4155.6,10.2
3551,4155.6,79.9
3552,4155.7,40.5
3553,4155.7,11.8
3554,4155.7,22.5
3555,4155.7,10.5
3556,4155.7,29.8
3557,4155.7,68.1
3558,4155.7,45.4
3559,4155.8,47.2
3560,4155.8,35
3561,4155.8,11.6
3562,4155.8,34.2
3563,4155.8,7.6
3564,4155.8,32.9
3565,4155.9,24.8
3566,4155.9,7.7
3567,4156,43.2
3568,4156.1,18.5
3569,4156.1,20.5
3570,4156.1,37.2
3571,4156.2,54.2
3572,4156.2,37
3573,4156.2,50.9
3574,4156.2,44.7
3575,4156.2,41.4
3576,4156.3,27.5
3577,4156.4,31.5
3578,4156.4,27.1
3579,4156.4,49.5
3580,4156.5,19
3581,4156.5,12.5
3582,4156.5,10.4
3583,4156.5,33.1
3584,4156.5,17.9
3585,4156.5,22.9
3586,4156.6,30.7
3587,4156.6,66.8
3588,4156.6,41.2
3589,4156.6,42.6
3590,4156.7,38.5
3591,4156.8,30.5
3592,4156.8,12.3
3593,4156.8,66.7
3594,4156.8,1.2
3595,4156.9,23.2
3596,4156.9,27.8
3597,4157,98.6
3598,4157,19.8
3599,4157,26.7
3600,4157.1,18.6
3601,4157.1,30.2
3602,4157.1,27.6
3603,4157.1,79.2
3604,4157.1,100
3605,4157.1,20.9
3606,4157.2,15.9
3607,4157.2,14.8
3608,4157.2,50.4
3609,4157.2,32.5
3610,4157.3,19.2
3611,4157.3,27.6
3612,4157.3,43.1
3613,4157.3,100
3614,4157.3,51.5
3615,4157.3,60.4
3616,4157.3,46.4
3617,4157.4,40.4
3618,4157.4,12.1
3619,4157.4,52.6
3620,4157.4,75
3621,4157.5,39.7
3622,4157.5,24.2
3623,4157.5,46.1
3624,4157.5,11.9
3625,4157.5,91.7
3626,4157.6,34.8
3627,4157.6,29.5
3628,4157.6,16.4
3629,4157.6,34
3630,4157.7,8.8
3631,4157.7,25
3632,4157.7,10.5
3633,4157.7,22.3
3634,4157.7,61.4
3635,4157.7,24.3
3636,4157.8,69.7
3637,4157.8,48
3638,4157.8,14.6
3639,4157.8,69.2
3640,4158,40.9
3641,4158,32.7
3642,4158,20.4
3643,4158,7.1
3644,4158,6.7
3645,4158,11.7
3646,4158,19.5
3647,4158.1,4.4
3648,4158.1,53.7
3649,4158.1,46.3
3650,4158.1,61.9
3651,4158.1,38.3
3652,4158.1,100
3653,4158.1,74.2
3654,4158.1,9.6
3655,4158.1,13.7
3656,4158.2,45.8
3657,4158.2,10.9
3658,4158.2,29.7
3659,4158.2,30.4
3660,4158.3,43.9
3661,4158.4,26.2
3662,4158.4,93.2
3663,4158.4,20.7
3664,4158.5,53.4
3665,4158.5,100
3666,4158.5,39
3667,4158.6,10.8
3668,4158.6,18.6
3669,4158.7,100
3670,4158.8,33.6
3671,4158.8,24.9
3672,4158.8,48.2
3673,4158.9,20.6
3674,4158.9,38.6
3675,4159.1,97
3676,4159.2,12.9
3677,4159.2,45.5
3678,4159.3,25.8
3679,4159.6,69.2
3680,4159.8,37.4
3681,4159.8,87.7
3682,4159.8,30.4
3683,4160.3,11.7
3684,4161,12.9
3685,4161.2,61
3686,4161.3,44
3687,4161.4,48.8
3688,4161.7,29.3
3689,4161.9,7.7
3690,4162.9,13.1
3691,4172,2.3
3692,4173.7,3.1
3693,4173.8,15.2
3694,4174,5.5
3695,4174.1,17
3696,4174.3,3.5
3697,4174.3,18.2
3698,4174.7,7.1
3699,4174.9,11.9
3700,4175,3.1
3701,4175.2,7.9
3702,4175.2,8.2
3703,4175.2,2.4
3704,4175.8,2.8
3705,4175.9,4.1
3706,4176.1,3.2
3707,4176.2,9.3
3708,4176.4,17.1
3709,4176.5,13.6
3710,4176.5,13.8
3711,4176.8,21.1
3712,4177,7.4
3713,4177,71.9
3714,4177,2.1
3715,4177.1,6.3
3716,4177.2,2.6
3717,4177.3,4.7
3718,4177.3,11
3719,4177.4,3.6
3720,4177.4,7.9
3721,4177.5,6.6
3722,4177.6,6.6
3723,4177.6,6.6
3724,4177.6,6.2
3725,4177.9,7
3726,4177.9,7.4
3727,4178,6.5
3728,4178,2.8
3729,4178,14.6
3730,4178.1,13.6
3731,4178.1,50.2
3732,4178.3,9
3733,4178.3,6.1
3734,4178.3,4
3735,4178.4,38.7
3736,4178.5,10.1
3737,4178.5,37.7
3738,4178.6,2.2
3739,4178.6,6.6
3740,4178.6,6.1
3741,4178.7,6.3
3742,4178.7,37.2
3743,4178.7,3.4
3744,4178.8,6.8
3745,4178.9,9.4
3746,4179,23.7
3747,4179,9.5
3748,4179.1,5.4
3749,4179.1,1.8
3750,4179.1,8
3751,4179.2,7.4
3752,4179.2,4.2
3753,4179.2,3.5
3754,4179.3,4
3755,4179.3,12.5
3756,4179.3,6.4
3757,4179.3,21.5
3758,4179.5,5.2
3759,4179.5,7.4
3760,4179.6,10.8
3761,4179.6,26.5
3762,4179.7,9.9
3763,4179.8,12.6
3764,4179.9,12.3
3765,4180.2,10.8
3766,4180.2,10.7
3767,4180.2,55.4
3768,4180.2,7.9
3769,4180.3,3.5
3770,4180.3,8.6
3771,4180.3,15.1
3772,4180.5,41.6
3773,4180.6,7.5
3774,4180.7,18.8
3775,4180.7,23.9
3776,4180.9,4.3
3777,4181.1,7.4
3778,4181.2,18.1
3779,4181.3,5.1
3780,4181.5,12.2
3781,4182.9,7.8
3782,4183.3,20.8
3783,4183.5,13.9
3784,4184.1,62.6
3785,4184.3,51.9
3786,4184.4,46
3787,4184.9,37.3
3788,4184.9,17.9
3789,4185.4,13.2
3790,4186.6,43.2
3791,4186.6,14.9
3792,4186.7,15.5
3793,4187.1,11.1
3794,4187.2,24.2
3795,4187.2,10.3
3796,4187.2,87.6
3797,4187.4,29.3
3798,4187.5,19.9
3799,4187.6,12.6
3800,4188.1,30.8
3801,4188.2,16.1
3802,4188.5,11.6
3803,4188.6,57.5
3804,4188.8,47.6
3805,4188.9,25.2
3806,4188.9,93.4
3807,4189.1,11.8
3808,4189.1,6.5
3809,4189.2,19
3810,4189.3,23.3
3811,4189.4,44
3812,4189.4,5.3
3813,4189.4,17.7
3814,4189.4,14.4
3815,4189.5,23
3816,4189.5,6.7
3817,4189.5,25.2
3818,4189.5,26.8
3819,4189.7,8.2
3820,4189.7,9.9
3821,4189.8,14.5
3822,4189.9,39.4
3823,4189.9,7.2
3824,4190,27.5
3825,4190,10
3826,4190.1,13
3827,4190.2,10.2
3828,4190.4,3
3829,4190.4,42.8
3830,4190.5,9.9
3831,4191.3,5.6
3832,4191.5,11
3833,4191.6,25.7
3834,4192.2,12.5
3835,4193,8.3
3836,4193.3,47
3837,4194.7,13.3
3838,4198.5,2.8
3839,4200,27.7
3840,4200.6,3.6
3841,4201,15.8
3842,4201.2,1.4
3843,4201.4,6.1
3844,4201.4,15.8
3845,4201.7,2.6
3846,4202.1,23.2
3847,4202.6,17.4
3848,4202.7,8.4
3849,4203.1,2.1
3850,4205.8,16.2
3851,4206.3,7.7
3852,4209.8,1.9
3853,4211.4,2
3854,4250.6,1.7
3855,4250.9,2.6
3856,4252.7,1.4
3857,4253.4,2
3858,4253.7,3
3859,4253.79,2.49
3860,4254,2.5
3861,4285.9,1.8
3862,4290.4,3.2
3863,4290.8,1.7
3864,4293.1,1.2
3865,4303.6,2.3
3866,4306.4,2.8
3867,4307.3,3.6
3868,4310.2,18.3
3869,4318.6,3.6
3870,4324.1,3.6
3871,4324.7,1.6
3872,4326.1,2.6
3873,4331,10.6
3874,4333.1,1.7
3875,4348.5,1.3
3876,4351,1.8
3877,4351.9,1.9
3878,4352.1,1
3879,4352.7,3.3
3880,4354.1,0.7
3881,4355,1.3
3882,4355.2,1.4
3883,4356.2,2.2
3884,4356.3,1.5
3885,4357.5,3.7
3886,4357.6,1.5
3887,4358,3.6
3888,4358.4,1.2
3889,4358.7,2
3890,4358.8,2.1
3891,4358.9,4.4
3892,4359.1,4.4
3893,4359.3,7
3894,4359.4,7.3
3895,4359.5,2.1
3896,4359.5,2.6
3897,4359.5,3.6
3898,4359.6,4.7
3899,4359.6,2.6
3900,4359.9,3.2
3901,4359.9,5.6
3902,4360,6.6
3903,4360.05,4.41
3904,4360.1,4.9
3905,4360.2,2.7
3906,4360.4,1.5
3907,4360.6,2.2
3908,4361,1.2
3909,4361,2.6
3910,4361.1,5.4
3911,4361.2,2.8
3912,4361.4,2.6
3913,4361.6,5
3914,4361.6,5.9
3915,4361.7,5.7
3916,4361.9,1.1
3917,4361.9,5.8
3918,4361.9,3.4
3919,4362.2,5.8
3920,4362.3,4.5
3921,4362.5,2.8
3922,4362.6,3.5
3923,4362.6,2
3924,4362.7,3.9
3925,4362.8,2.7
3926,4362.8,1.9
3927,4362.8,3.3
3928,4362.9,3.2
3929,4362.9,1
3930,4362.9,1.7
3931,4362.9,2.4
3932,4362.9,1.7
3933,4362.94,1.93
3934,4363,2.8
3935,4363,1.8
3936,4363.2,4.7
3937,4363.3,3.2
3938,4363.3,3.6
3939,4363.3,3.2
3940,4363.6,6
3941,4363.6,1.5
3942,4363.6,2.6
3943,4363.6,3.8
3944,4363.7,6.9
3945,4363.7,2.5
3946,4363.7,4.8
3947,4363.7,3.8
3948,4363.7,1.3
3949,4363.7,4.2
3950,4363.8,1.9
3951,4363.8,4.8
3952,4363.8,3.9
3953,4363.8,2.3
3954,4363.8,7.1
3955,4363.8,2.9
3956,4363.8,1.4
3957,4363.8,3.5
3958,4363.8,1.8
3959,4364,5.6
3960,4364.1,1.1
3961,4364.1,4.6
3962,4364.1,2
3963,4364.2,3.3
3964,4364.2,3
3965,4364.2,6.5
3966,4364.3,2.9
3967,4364.5,7.4
3968,4364.6,3.8
3969,4364.6,2.1
3970,4364.7,3.5
3971,4364.7,4.4
3972,4364.7,0.8
3973,4364.8,4.2
3974,4364.8,7.8
3975,4364.9,3
3976,4364.9,1.6
3977,4365,3.2
3978,4365,1.2
3979,4365.1,6.4
3980,4365.2,5
3981,4365.2,5.8
3982,4365.3,2.8
3983,4365.4,1.5
3984,4365.5,3.4
3985,4366,3.6
3986,4366,5.4
3987,4366.2,2.5
3988,4366.3,3.2
3989,4367,0.9
3990,4367.6,1.3
3991,4368.1,2.9
3992,4369.6,2.3
3993,4375.1,2.1
3994,4378.3,3.2
3995,4378.5,1.3
3996,4379.5,2.2
3997,4380.2,2
3998,4381.4,2.8
3999,4381.7,2.4
4000,4381.7,3.1
4001,4382.2,2.9
4002,4382.5,2
4003,4384.1,2
4004,4384.2,3.8
4005,4384.3,2.3
4006,4384.8,1
4007,4384.9,1.4
4008,4385.2,1.8
4009,4385.2,1.2
4010,4385.5,1.8
4011,4385.7,2.7
4012,4386.6,1.6
4013,4389.3,4.6
4014,4392.5,1.2
4015,4393.1,2.7
4016,4394.5,2.7
4017,4395.1,1.4
4018,4395.5,2
4019,4395.8,3.3
4020,4396,4.2
4021,4396.1,1.8
4022,4396.57,1.84
4023,4397,2.9
4024,4403.2,5.3
4025,4405.5,7
4026,4408.9,2.4
4027,4409.3,0.9
4028,4410.7,1.3
4029,4411.3,1
4030,4412.7,5.8
4031,4412.9,1.6
4032,4414.1,2.2
4033,4416.3,5.6
4034,4417.5,1.7
4035,4417.8,4.5
4036,4417.8,1
4037,4418.3,1.5
4038,4418.7,1.9
4039,4419.2,3.3
4040,4419.4,4.5
4041,4419.6,5.6
4042,4419.7,1.3
4043,4419.8,6.3
4044,4420.4,3.3
4045,4420.8,1.1
4046,4421.1,3
4047,4421.2,1.2
4048,4421.9,2.4
4049,4422.6,1.8
4050,4425.1,2.7
4051,4429.5,1.2
4052,4430.9,5.4
4053,4444.4,2.5
4054,4455.2,2.8
4055,4455.7,1.2
4056,4456.5,3.3
4057,4456.9,4.3
4058,4457.1,5.7
4059,4457.1,6.3
4060,4457.8,5.7
4061,4457.8,2.9
4062,4457.9,3.7
4063,4458,2.8
4064,4458.1,4.2
4065,4458.2,4.8
4066,4458.3,4.6
4067,4458.6,2.1
4068,4458.7,3.8
4069,4458.7,4.8
4070,4458.8,3.3
4071,4458.9,3
4072,4458.9,6.4
4073,4458.9,2
4074,4459,2.1
4075,4459.1,3
4076,4459.3,2.9
4077,4459.4,4.4
4078,4459.5,2.8
4079,4459.5,2.3
4080,4459.5,2.6
4081,4459.6,1.6
4082,4459.7,3.2
4083,4459.7,1.2
4084,4459.7,5.2
4085,4459.8,2.4
4086,4459.9,2.1
4087,4459.9,6.1
4088,4459.9,2.6
4089,4459.9,3
4090,4460,3.3
4091,4460.1,4.6
4092,4460.2,3.4
4093,4460.3,3.1
4094,4460.4,2.2
4095,4460.4,4.9
4096,4460.4,2.9
4097,4460.41,2.93
4098,4460.5,3.9
4099,4460.5,2.8
4100,4460.6,3.6
4101,4460.7,2.8
4102,4460.8,2.8
4103,4460.9,2.2
4104,4461,4.5
4105,4461,3.5
4106,4461,2.9
4107,4461,3.7
4108,4461.1,3.2
4109,4461.1,2.2
4110,4461.1,2.5
4111,4461.2,1.9
4112,4461.2,1.6
4113,4461.2,0.7
4114,4461.2,5.6
4115,4461.3,1.2
4116,4461.3,4.8
4117,4461.3,8.2
4118,4461.3,2.9
4119,4461.3,2.5
4120,4461.4,3.9
4121,4461.4,4.1
4122,4461.4,2.2
4123,4461.4,2.6
4124,4461.5,1.9
4125,4461.5,7.6
4126,4461.5,1.5
4127,4461.6,2.5
4128,4461.7,4.3
4129,4461.7,2.3
4130,4461.7,3
4131,4461.8,3.6
4132,4461.8,2.4
4133,4461.8,4.5
4134,4461.8,3.8
4135,4461.8,4
4136,4462,2.4
4137,4462.2,4.2
4138,4462.2,2.2
4139,4462.3,6.2
4140,4462.3,4.4
4141,4462.5,1.5
4142,4462.6,3.9
4143,4462.6,1.7
4144,4462.7,1.2
4145,4462.7,1.7
4146,4462.9,1.6
4147,4463.1,5
4148,4463.1,4.9
4149,4463.2,2.8
4150,4463.7,3.2
4151,4464.8,1.6
4152,4467.4,2.4
4153,4467.8,1.5
4154,4468.8,2.2
4155,4469.4,1.2
4156,4469.9,1.1
4157,4470.6,3.3
4158,4471,1.7
4159,4471.3,1.9
4160,4471.9,2.6
4161,4472.5,2.9
4162,4472.8,1.7
4163,4472.8,1.7
4164,4473.4,1.2
4165,4474.2,1.3
4166,4474.7,1.1
4167,4477.8,3.5
4168,4482.8,2.9
4169,4482.9,2.9
4170,4485.1,4.2
4171,4485.5,1.6
4172,4486.6,1.3
4173,4493.2,3.4
4174,4512.9,1.1
4175,4513.4,1.2
4176,4514.9,2.5
4177,4515.3,1.3
4178,4517.2,1
4179,4517.5,2.5
4180,4518.1,1
4181,4518.9,2.6
4182,4526.5,2.3
4183,4528,1.9
4184,4528.1,1.9
4185,4529,1.9
4186,4529.5,4
4187,4529.7,7.1
4188,4530,2.2
4189,4530.2,2.3
4190,4530.6,1.7
4191,4531,1.8
4192,4531,2.4
4193,4531.2,1
4194,4531.2,1.6
4195,4531.6,3.1
4196,4532.5,1.5
4197,4532.5,4.6
4198,4532.9,4.1
4199,4533,12.4
4200,4533.1,11
4201,4533.4,22.1
4202,4533.5,17.7
4203,4533.6,3.7
4204,4533.9,1.9
4205,4534.1,3.6
4206,4534.2,7.6
4207,4534.3,3.9
4208,4535.2,2.8
4209,4535.7,4.4
4210,4535.7,7
4211,4535.7,18.8
4212,4535.8,5.4
4213,4536.1,1.4
4214,4536.2,9.9
4215,4536.2,2.3
4216,4536.6,2.5
4217,4536.6,6.6
4218,4536.9,1.8
4219,4537,1.6
4220,4537.7,3.7
4221,4538.9,3.4
4222,4539.2,5.8
4223,4541.6,1.1
4224,4544.4,3.1
4225,4547.2,1.5
4226,4549.8,4.6
4227,4552.6,15.2
4228,4557.3,1.1
4229,4557.4,2.3
4230,4559.4,1.9
4231,4564.3,1.6
4232,4566.6,2.2
4233,4566.7,2.6
4234,4567.3,3.2
4235,4567.6,1.7
4236,4568.1,2.4
4237,4568.6,1.8
4238,4569,0.8
4239,4569.1,2.7
4240,4569.2,3.9
4241,4569.3,1.8
4242,4569.6,2.2
4243,4570,2.6
4244,4570.3,2.3
4245,4570.5,1.9
4246,4570.5,2.1
4247,4570.6,3
4248,4570.6,1.3
4249,4570.64,2.02
4250,4570.7,2
4251,4570.89,1.74
4252,4570.9,1.8
4253,4571,1.8
4254,4571,1.8
4255,4571.2,3.1
4256,4571.3,2.4
4257,4571.5,2.4
4258,4571.7,2.1
4259,4571.7,4.2
4260,4571.8,3.8
4261,4571.9,2
4262,4572,1.9
4263,4572,2.6
4264,4572.1,2.8
4265,4572.3,1.2
4266,4572.4,2.9
4267,4572.5,1.6
4268,4572.6,2.6
4269,4572.7,2.1
4270,4573,1.3
4271,4573.1,2
4272,4573.17,2.31
4273,4573.3,2.2
4274,4573.3,3
4275,4573.4,1.7
4276,4573.7,1.5
4277,4573.83,1.48
4278,4574,2.6
4279,4574.05,1.44
4280,4574.1,1.6
4281,4574.2,3.3
4282,4574.3,1.7
4283,4574.4,2.8
4284,4574.4,2.6
4285,4574.7,3.5
4286,4574.9,1.5
4287,4575,1.7
4288,4575.3,1.7
4289,4575.4,3.2
4290,4575.4,0.8
4291,4575.5,1.3
4292,4575.6,1.2
4293,4575.8,5.4
4294,4575.9,2
4295,4576,2.3
4296,4576.4,2
4297,4576.8,3
4298,4576.81,2.81
4299,4576.9,2.4
4300,4577,6.4
4301,4577.1,3.6
4302,4578.7,1.4
4303,4578.8,2.5
4304,4578.9,3.43
4305,4580.3,1.6
4306,4581.5,1.6
4307,4582.1,1.41
4308,4583.4,1.9
4309,4583.8,1.6
4310,4585.1,2.1
4311,4585.9,2.1
4312,4587.2,2.1
4313,4595.45,1.4
4314,4595.9,2.7
4315,4597.4,1.9
4316,4598.6,3.5
4317,4599.3,2.2
4318,4600.8,5.5
4319,4601.1,3.7
4320,4601.9,3.3
4321,4609.5,3.9
4322,4617.2,1.6
4323,4620.8,2
4324,4629.29,3.71
4325,4630.5,4.1
4326,4635.7,2.4
4327,4643.7,1.3
4328,4650.8,3.3
4329,4655.8,2
4330,4657.9,1.6
4331,4668,3.3
4332,4669.7,0.9
4333,4679.7,1.3
4334,4679.9,1.6
4335,4681,1.7
