,0,1
8082,8042.38,1.65
8083,8042.4,1.1
8084,8042.5,0.7
8085,8042.66,4.03
8086,8042.8,1.3
8087,8042.9,1.7
8088,8042.9,3.5
8089,8042.95,1.49
8090,8043,2.8
8091,8043,4.4
8092,8043,6.8
8093,8043,0.7
8094,8043.1,4.6
8095,8043.2,3.4
8096,8043.25,3.76
8097,8043.39,6.22
8098,8043.4,0.8
8099,8043.4,5.4
8100,8043.5,2.7
8101,8043.5,1.6
8102,8043.54,1.06
8103,8043.69,3.27
8104,8043.7,1.3
8105,8043.8,3.6
8106,8043.8,2.9
8107,8043.83,3.37
8108,8044.1,2.8
8109,8044.27,2.29
8110,8044.27,1.26
8111,8044.37,2.66
8112,8044.43,1.87
8113,8044.5,5.6
8114,8044.71,1.52
8115,8044.8,2.71
8116,8044.86,2.03
8117,8045.3,3.74
8118,8045.7,4
8119,8046,2.1
8120,8046,1.8
8121,8046.29,3.65
8122,8046.71,3.46
8123,8047.1,2.3
8124,8048.01,8.61
8125,8048.5,10.7
8126,8049.64,7.13
8127,8049.69,2.96
8128,8049.9,4
8129,8049.98,2.08
8130,8050.27,1.61
8131,8051.75,1.33
8132,8052.32,3.71
8133,8056.92,1.67
8134,8063.1,0.9
8135,8066.1,0.7
8136,8077.4,0.5
8137,8077.8,1
8138,8098.6,1.59
8139,8108.05,5.63
8140,8141.09,2.96
8141,8143.68,0.74
8142,8145.84,1.75
8143,8146,2
8144,8147,0.8
8145,8162.5,2.7
8146,8163.8,7.6
8147,8180.1,0.5
8148,8201.3,2.6
8149,8201.5,1.5
8150,8201.5,3.2
8151,8201.8,2.4
8152,8203,3.9
8153,8203.2,0.9
8154,8203.6,0.7
8155,8203.6,6.2
8156,8203.8,5.7
8157,8204.1,1.6
8158,8204.9,4.9
8159,8205.1,8.2
8160,8205.8,1.5
8161,8206.2,4.3
8162,8206.3,2.7
8163,8206.3,3.8
8164,8206.3,1
8165,8206.3,7.4
8166,8206.4,1.6
8167,8206.4,4.2
8168,8206.4,2.1
8169,8206.4,6.9
8170,8206.5,1.9
8171,8206.7,0.7
8172,8206.76,2.84
8173,8206.8,2.8
8174,8206.8,2
8175,8206.9,2
8176,8207,1.5
8177,8207,1.9
8178,8207.3,4.8
8179,8207.4,2.9
8180,8207.4,1.8
8181,8207.5,3.1
8182,8207.5,3.7
8183,8207.7,2.6
8184,8207.7,3.7
8185,8207.7,4.6
8186,8207.7,3.5
8187,8207.9,1.6
8188,8208,1.6
8189,8208.2,1.1
8190,8208.3,2
8191,8208.3,3.1
8192,8208.4,3.8
8193,8208.4,1.6
8194,8208.5,3.4
8195,8208.5,4.3
8196,8208.5,4
8197,8208.6,4.7
8198,8208.7,2.8
8199,8208.9,10.9
8200,8208.9,10.9
8201,8208.9,2.1
8202,8208.9,1.9
8203,8208.9,0.9
8204,8209.1,6.7
8205,8209.2,2.6
8206,8209.21,1.35
8207,8209.4,3.7
8208,8209.4,2.2
8209,8209.5,6.1
8210,8209.5,1.7
8211,8209.5,5
8212,8209.5,3
8213,8209.51,2.12
8214,8209.7,3
8215,8209.7,2.3
8216,8209.7,0.8
8217,8210,1.6
8218,8210.1,1.3
8219,8210.2,1.1
8220,8210.2,2.8
8221,8210.2,9.6
8222,8210.4,1.2
8223,8210.5,0.9
8224,8210.5,6.3
8225,8210.8,1.3
8226,8210.9,2.3
8227,8211,3.8
8228,8211,1.5
8229,8211,8.4
8230,8211,1.1
8231,8211.3,1.8
8232,8211.4,10.2
8233,8211.6,2.9
8234,8211.7,1.8
8235,8211.7,11.2
8236,8212,2.3
8237,8212,11.4
8238,8212,2.9
8239,8212.2,1.3
8240,8212.3,4.6
8241,8212.6,1.6
8242,8212.6,0.6
8243,8213.09,1.28
8244,8213.2,1.3
8245,8213.3,2.6
8246,8213.5,1.8
8247,8214.7,1.8
8248,8214.78,1.4
8249,8214.8,1.8
8250,8214.8,4.6
8251,8215.1,17.2
8252,8215.1,39.9
8253,8215.5,10
8254,8215.8,0.8
8255,8215.9,4.6
8256,8216,1.4
8257,8216,2.5
8258,8216,4.3
8259,8216,2.3
8260,8216.04,1.87
8261,8216.1,1.4
8262,8216.5,3.1
8263,8216.6,1.8
8264,8216.9,3.2
8265,8216.9,2.2
8266,8217,5.6
8267,8217.5,3.8
8268,8217.5,3.3
8269,8217.7,4.8
8270,8217.8,3.3
8271,8218.1,3
8272,8218.3,25.9
8273,8218.4,1.1
8274,8218.4,1.2
8275,8218.8,11.6
8276,8218.9,3
8277,8219.2,1
8278,8219.3,1.2
8279,8219.3,2.3
8280,8219.6,5.1
8281,8219.7,8.7
8282,8219.8,2.5
8283,8219.9,1.9
8284,8219.9,2.6
8285,8219.9,2.8
8286,8220,1.9
8287,8220.3,5.3
8288,8220.3,4
8289,8220.6,1.2
8290,8220.7,4.5
8291,8220.8,4.2
8292,8220.8,4.7
8293,8221.2,0.8
8294,8221.3,10.4
8295,8221.7,2.7
8296,8221.7,4.1
8297,8221.8,2.3
8298,8221.9,2.9
8299,8222.1,4.2
8300,8222.2,2.7
8301,8223.8,3.8
8302,8224,10.9
8303,8224.5,0.9
8304,8224.8,1.5
8305,8225.4,3.3
8306,8226.4,1.4
8307,8227.3,1.1
8308,8231.7,0.8
8309,8232,1.7
8310,8233,1
8311,8236.1,0.5
8312,8241,0.9
8313,8242.1,39.2
8314,8249.8,2.2
8315,8250.6,1.1
8316,8252.5,1
8317,8258.3,0.6
8318,8264.3,1.2
8319,8276,1.1
8320,8290.2,4.7
8321,8291.9,3
8322,8293.1,2.8
8323,8293.5,0.8
8324,8306.5,2
8325,8306.9,1.7
8326,8307.2,0.7
8327,8307.3,0.8
8328,8307.4,1.7
8329,8310.4,2.1
8330,8310.7,1
8331,8310.7,3.1
8332,8311.1,0.6
8333,8311.4,2.2
8334,8311.9,1.6
8335,8312.2,0.6
8336,8312.3,0.8
8337,8312.6,0.9
8338,8312.9,1.7
8339,8313.1,1.4
8340,8313.1,1.3
8341,8313.3,1
8342,8313.5,1.7
8343,8315,0.5
8344,8315.3,0.5
8345,8315.5,0.9
8346,8315.6,1.1
8347,8315.7,0.8
8348,8316.5,1.4
8349,8317.7,0.7
8350,8331.2,1.6
8351,8332.3,9.9
8352,8336.5,0.7
8353,8338.8,0.6
8354,8339.2,1.2
8355,8342.3,1.4
8356,8347.8,29.9
8357,8348,0.9
8358,8348.2,0.7
8359,8348.8,2.6
8360,8349.8,1.3
8361,8351.8,3.2
8362,8352.1,1.8
8363,8352.8,1.4
8364,8353.4,2.7
8365,8356.2,9.3
8366,8357.8,1.2
8367,8362.2,1
8368,8368.2,0.6
8369,8371.85,7.91
8370,8373.8,1.4
8371,8376.3,0.9
8372,8386.9,0.8
8373,8388.4,1.5
8374,8395.6,0.9
8375,8398,0.8
8376,8401,0.5
8377,8402.4,0.6
8378,8405.5,1.2
8379,8409.9,0.9
8380,8411.9,0.7
8381,8412.9,0.7
8382,8414,1
8383,8414.7,0.4
8384,8416.1,1.2
8385,8416.1,0.8
8386,8416.8,1.2
8387,8417.4,0.7
8388,8417.8,0.7
8389,8425.4,0.7
8390,8429.35,2.68
8391,8435.3,0.8
8392,8438.5,0.4
8393,8441.2,0.8
8394,8447.2,0.6
8395,8448.4,1.8
8396,8457.2,0.5
8397,8478.4,0.6
8398,8478.6,1.6
8399,8487.7,1
8400,8487.8,0.5
8401,8492.1,0.6
8402,8492.1,0.8
8403,8492.1,0.9
8404,8492.5,2.1
8405,8494.1,1.2
8406,8496.9,1.5
8407,8499.5,0.8
8408,8500.1,0.8
8409,8500.7,0.5
8410,8502.7,1.2
8411,8507.8,0.7
8412,8515.6,0.5
8413,8519.2,1
8414,8521.1,0.5
8415,8523.4,0.6
8416,8525.1,1.1
8417,8525.1,0.8
8418,8525.5,0.8
8419,8525.9,1.5
8420,8525.92,2.65
8421,8526.1,2.8
8422,8528.8,1.3
8423,8529.2,1.9
8424,8531,0.7
8425,8531.6,1
8426,8538.5,0.8
8427,8550.3,3.1
8428,8553.6,1.2
8429,8558.1,2.4
8430,8560.3,1.3
8431,8560.8,2.8
8432,8562.3,0.8
8433,8564.1,10
8434,8564.7,4.3
8435,8566,1.3
8436,8566.6,2
8437,8567.7,2
8438,8567.8,0.9
8439,8568.6,3.5
8440,8568.8,1.2
8441,8568.9,0.9
8442,8569.2,4.8
8443,8569.5,0.6
8444,8569.8,2.1
8445,8570,1.5
8446,8570.5,1.3
8447,8570.8,1.3
8448,8571,2.5
8449,8573.1,1.1
8450,8575.3,3.3
8451,8579.3,1.8
8452,8586.1,1
8453,8600.1,2.1
8454,8601.6,1.1
8455,8601.8,1.1
8456,8601.9,3.8
8457,8604.8,2.6
8458,8604.9,0.9
8459,8606,1
8460,8606,1.7
8461,8606.4,1.2
8462,8607,3.4
8463,8608.9,1.4
8464,8609,6.4
8465,8609.5,10.2
8466,8609.6,5.7
8467,8619.2,2
8468,8622.52,2.18
8469,8623.8,1.8
8470,8624.4,0.7
8471,8624.6,1.8
8472,8624.6,1.3
8473,8624.8,1.3
8474,8625.8,0.9
8475,8626.1,1
8476,8626.3,2
8477,8626.6,1
8478,8626.8,1.7
8479,8627.2,0.7
8480,8627.2,0.8
8481,8627.9,1.6
8482,8628.7,1.9
8483,8629.1,1.9
8484,8629.3,1.6
8485,8629.5,1.4
8486,8632.9,1.2
8487,8634.3,1
8488,8636,1.7
8489,8646.2,4
8490,8647.6,1.7
8491,8647.9,1.3
8492,8648.9,1.6
8493,8650.1,4.9
8494,8650.3,2.2
8495,8650.7,0.7
8496,8651.3,0.9
8497,8651.3,4.7
8498,8651.5,1.2
8499,8651.5,1.2
8500,8651.6,0.8
8501,8651.9,1.4
8502,8652.1,3.1
8503,8652.4,1.9
8504,8652.5,1.1
8505,8652.9,2.4
8506,8653,2.1
8507,8653,2.5
8508,8653.3,2.5
8509,8653.4,0.9
8510,8653.43,2.03
8511,8653.7,6.1
8512,8653.8,2.5
8513,8653.8,1.8
8514,8653.8,3.3
8515,8654,7.7
8516,8654.1,4.3
8517,8654.3,1.2
8518,8654.41,2.04
8519,8654.6,1.4
8520,8654.6,1.9
8521,8654.7,0.9
8522,8654.9,4.8
8523,8655,1.5
8524,8655.1,13.8
8525,8655.3,6.3
8526,8655.4,7.6
8527,8655.4,3.7
8528,8655.7,1.1
8529,8655.7,1
8530,8655.9,1
8531,8655.9,1.1
8532,8656,1.4
8533,8656.1,3.8
8534,8656.2,1.4
8535,8656.5,3.7
8536,8656.5,1.8
8537,8656.5,1.7
8538,8656.5,1.2
8539,8656.7,6
8540,8656.7,1.6
8541,8656.8,1.5
8542,8656.9,1.7
8543,8656.9,0.6
8544,8656.9,1.4
8545,8657.07,0.97
8546,8657.07,0.85
8547,8657.1,1.2
8548,8657.1,2.3
8549,8657.2,2
8550,8657.2,1.7
8551,8657.2,1.4
8552,8657.3,2.1
8553,8657.4,1.3
8554,8657.5,1.3
8555,8657.6,3.9
8556,8658.1,0.8
8557,8658.1,2.2
8558,8658.2,2.9
8559,8658.3,1.5
8560,8658.7,4.2
8561,8658.9,2.3
8562,8659.2,0.8
8563,8659.2,2.7
8564,8659.8,0.9
8565,8659.8,1.8
8566,8660.7,1.7
8567,8660.87,1.28
8568,8661.6,1.9
8569,8665.4,0.9
8570,8673.9,0.6
8571,8678.5,1.8
8572,8682.91,0.62
8573,8683.2,1.3
8574,8691.6,0.5
8575,8703.8,9.2
8576,8726.6,8.4
8577,8759.7,2.5
8578,8760.1,3.3
8579,8760.1,2.3
8580,8760.36,3.07
8581,8760.6,8.7
8582,8760.9,11.8
8583,8761.1,1.6
8584,8761.5,11.9
8585,8761.5,1.3
8586,8761.7,1.4
8587,8761.7,1.6
8588,8761.7,1.2
8589,8761.8,2.1
8590,8761.9,4
8591,8762.5,7.9
8592,8762.6,7.1
8593,8762.98,1.16
8594,8763.4,5.4
8595,8763.4,6.1
8596,8763.5,3.4
8597,8763.7,2.8
8598,8763.8,0.8
8599,8764.8,1.8
8600,8765,8.8
8601,8765,5.5
8602,8765.1,1.1
8603,8765.16,1.46
8604,8765.2,0.9
8605,8765.3,2.6
8606,8765.5,1
8607,8765.5,9.1
8608,8765.6,1.4
8609,8765.7,5.7
8610,8765.8,1.9
8611,8765.9,1.7
8612,8765.9,13.9
8613,8765.99,3.21
8614,8766,6.9
8615,8766.1,8.5
8616,8766.2,5.1
8617,8766.2,1.3
8618,8766.3,2.7
8619,8766.4,2.4
8620,8766.6,4.4
8621,8766.6,2.6
8622,8766.61,4.01
8623,8766.63,1.24
8624,8766.78,2.03
8625,8766.8,1.1
8626,8766.8,9.7
8627,8766.8,3.4
8628,8766.9,2.4
8629,8767.1,3.1
8630,8767.1,10.8
8631,8767.11,1.64
8632,8767.2,5.6
8633,8767.2,2.9
8634,8767.2,3.7
8635,8767.2,2.8
8636,8767.3,4.4
8637,8767.3,2.9
8638,8767.5,4.4
8639,8767.5,2.6
8640,8767.86,1.23
8641,8768,1.8
8642,8768,2.1
8643,8768.02,1.11
8644,8768.2,5.6
8645,8768.5,2.1
8646,8768.58,1.77
8647,8768.6,5.4
8648,8768.6,2.6
8649,8768.6,3
8650,8768.6,9
8651,8768.9,2.4
8652,8768.9,5
8653,8768.9,5.3
8654,8769,10.4
8655,8769,1.6
8656,8769.2,15.6
8657,8769.2,6.7
8658,8769.2,9.2
8659,8769.2,7.7
8660,8769.4,3.3
8661,8769.4,2.2
8662,8769.4,8.1
8663,8769.4,2.5
8664,8769.4,5.7
8665,8769.4,8.6
8666,8769.5,3.2
8667,8769.5,6.2
8668,8769.5,1.8
8669,8769.5,12.5
8670,8769.5,1.4
8671,8769.6,2.4
8672,8769.7,4
8673,8769.8,3.2
8674,8769.8,4.7
8675,8769.8,3.2
8676,8769.8,1.6
8677,8770,2
8678,8770,3.9
8679,8770.1,4.9
8680,8770.1,5.1
8681,8770.1,2.2
8682,8770.1,2.8
8683,8770.14,1.21
8684,8770.3,2.2
8685,8770.3,1.5
8686,8770.4,5
8687,8770.4,2
8688,8770.6,6.3
8689,8770.6,9.1
8690,8770.6,7.5
8691,8770.6,2.1
8692,8770.7,2.4
8693,8770.8,2.5
8694,8770.8,2
8695,8770.8,2.5
8696,8770.9,3.1
8697,8770.9,4.6
8698,8771.1,2.5
8699,8771.1,6.4
8700,8771.1,7.2
8701,8771.1,5.3
8702,8771.2,2.7
8703,8771.2,0.9
8704,8771.2,0.9
8705,8771.3,6.7
8706,8771.3,4.5
8707,8771.5,5.4
8708,8771.5,4.5
8709,8771.5,1.7
8710,8771.9,2.1
8711,8772,5.6
8712,8772.1,2.4
8713,8772.1,4.2
8714,8772.2,3.4
8715,8772.4,2.6
8716,8772.4,2.8
8717,8772.43,0.88
8718,8772.6,6.5
8719,8772.7,2.4
8720,8772.7,9.1
8721,8773,2.3
8722,8773.1,3
8723,8773.3,3.3
8724,8773.4,2
8725,8773.5,2.7
8726,8773.7,1.8
8727,8773.9,3.7
8728,8775,5.2
8729,8785.45,2.91
8730,8790.6,2.5
8731,8792.17,5.18
8732,8822.3,0.5
8733,8827.57,1.1
8734,8831.2,7.5
8735,8841.8,0.9
8736,8843.6,4.4
8737,8847.1,1.6
8738,8847.64,1.5
8739,8852.4,0.8
8740,8863.73,1.23
8741,8867.5,4.4
8742,8910.9,17.7
8743,8911,4.2
8744,8911,4.1
8745,8911.1,17.9
8746,8911.4,31.8
8747,8911.9,5
8748,8912.1,7.6
8749,8912.2,40.7
8750,8912.3,8.4
8751,8912.6,13.1
8752,8912.7,3.3
8753,8913.1,31.9
8754,8913.1,15.9
8755,8913.1,6.2
8756,8913.2,29
8757,8913.3,3.5
8758,8913.5,10.4
8759,8913.5,11.7
8760,8913.7,16.5
8761,8913.7,15.5
8762,8913.8,24.4
8763,8914,4.2
8764,8914.2,7.2
8765,8914.3,2.9
8766,8914.3,37.4
8767,8914.3,37.1
8768,8914.4,8.8
8769,8914.4,8.1
8770,8914.4,8.5
8771,8914.6,11.6
8772,8914.6,33.1
8773,8914.9,3.1
8774,8915.1,10.2
8775,8915.2,3.9
8776,8915.3,10.4
8777,8915.3,1.8
8778,8915.4,4.8
8779,8915.4,7.9
8780,8915.5,3.1
8781,8915.6,11.3
8782,8915.8,8.2
8783,8915.8,5.8
8784,8916.1,12.7
8785,8916.2,2.3
8786,8916.4,5.5
8787,8916.4,4.3
8788,8916.4,6.1
8789,8916.5,8.4
8790,8916.5,31.2
8791,8916.6,9.1
8792,8916.7,10
8793,8916.8,40.1
8794,8916.8,1
8795,8916.8,5.7
8796,8916.9,13.1
8797,8916.9,7.1
8798,8916.9,14.3
8799,8916.9,33.5
8800,8916.9,4.4
8801,8917,17.4
8802,8917.1,31.8
8803,8917.1,21.1
8804,8917.1,8.4
8805,8917.1,20.9
8806,8917.2,12.1
8807,8917.2,28.1
8808,8917.2,17.4
8809,8917.2,14
8810,8917.4,15.1
8811,8917.4,18.5
8812,8917.5,29.4
8813,8917.5,3.7
8814,8917.5,28.6
8815,8917.5,30.2
8816,8917.6,12.5
8817,8917.7,19.2
8818,8917.8,6.2
8819,8917.9,19
8820,8918,11.3
8821,8918.1,20.9
8822,8918.1,10.1
8823,8918.1,5.9
8824,8918.2,4.4
8825,8918.3,14.7
8826,8918.3,11.3
8827,8918.3,5.6
8828,8918.3,30.8
8829,8918.3,40
8830,8918.4,3.2
8831,8918.5,25.8
8832,8918.6,4
8833,8918.6,6.2
8834,8918.6,20.3
8835,8918.7,12.8
8836,8918.7,19.8
8837,8918.7,15.8
8838,8918.8,8.5
8839,8918.9,22.9
8840,8918.9,28.7
8841,8919.1,12.1
8842,8919.2,21.7
8843,8919.2,36.4
8844,8919.3,1.5
8845,8919.3,4.5
8846,8919.3,18.7
8847,8919.4,17.8
8848,8919.4,9.3
8849,8919.4,9.8
8850,8919.5,4.7
8851,8919.5,5.4
8852,8919.6,12.8
8853,8919.7,10.9
8854,8919.7,11.3
8855,8919.8,13.6
8856,8919.8,33
8857,8919.8,10.2
8858,8919.9,9.8
8859,8920,14.9
8860,8920,2.1
8861,8920,12.9
8862,8920,13.8
8863,8920,31
8864,8920,18.8
8865,8920,15
8866,8920.1,28.5
8867,8920.1,14.5
8868,8920.1,4.1
8869,8920.1,1.8
8870,8920.2,7.4
8871,8920.3,4.9
8872,8920.3,23.3
8873,8920.3,7.4
8874,8920.3,12.7
8875,8920.4,14.4
8876,8920.5,4.3
8877,8920.5,34.3
8878,8920.5,5.5
8879,8920.5,12.2
8880,8920.5,21.3
8881,8920.6,2.8
8882,8920.6,6.9
8883,8920.7,11
8884,8920.7,15.4
8885,8920.8,16.3
8886,8920.8,3.8
8887,8920.8,10
8888,8920.8,13.1
8889,8920.8,17.1
8890,8920.9,4.6
8891,8920.9,10.1
8892,8920.9,6.5
8893,8920.9,21.7
8894,8921.1,17.3
8895,8921.1,5.6
8896,8921.2,14
8897,8921.2,8.2
8898,8921.2,7.3
8899,8921.2,17.7
8900,8921.4,17.6
8901,8921.4,12.8
8902,8921.4,14.8
8903,8921.5,29.4
8904,8921.5,5.3
8905,8921.5,18.5
8906,8921.5,14.1
8907,8921.5,11.3
8908,8921.6,16.6
8909,8921.7,6.1
8910,8921.7,10.1
8911,8921.7,1
8912,8921.7,6.7
8913,8921.7,42.1
8914,8921.7,15.8
8915,8921.8,17
8916,8921.8,15.5
8917,8921.8,10.7
8918,8921.9,13.5
8919,8922.1,25.9
8920,8922.3,1.9
8921,8922.3,15.1
8922,8922.3,1.6
8923,8922.4,17.7
8924,8922.5,11.3
8925,8922.6,9.5
8926,8922.6,13
8927,8922.8,15.8
8928,8922.8,3.2
8929,8922.9,10.8
8930,8923,5.3
8931,8923,9.9
8932,8923.1,12.8
8933,8923.1,41.9
8934,8923.1,13.1
8935,8923.1,14.6
8936,8923.2,20.9
8937,8923.4,15.7
8938,8923.5,4.6
8939,8924.2,19.2
8940,8924.3,5.8
8941,8925.2,18.6
8942,8926.7,7.7
8943,8928.8,2.7
8944,8929.2,6.1
8945,8929.9,4.1
8946,8931,0.6
8947,8931.3,5.7
8948,8931.4,0.7
8949,8931.4,1.2
8950,8933.6,1.5
8951,8934.5,1.3
8952,8934.5,9
8953,8934.6,3.3
8954,8937.6,1.6
8955,8939.6,7.3
8956,8940,11.6
8957,8940.8,20.3
8958,8941.6,5.7
8959,8941.7,3.5
8960,8942,1.3
8961,8942,9.5
8962,8942.1,8.7
8963,8942.2,8.6
8964,8943,16.2
8965,8943.5,1.3
8966,8943.5,1.5
8967,8954.8,1
8968,8955.5,10.2
8969,8957.3,4
8970,8957.5,5.8
8971,8960.1,1.4
8972,8960.3,3.4
8973,8962.6,3.6
8974,8993.1,1.1
8975,9033.1,0.5
8976,9113.2,0.7
8977,9121.9,1.8
8978,9122.5,1.1
8979,9122.7,1.8
8980,9123.4,3.6
8981,9124.2,1.2
8982,9124.2,2.1
8983,9125.3,7.7
8984,9126,1.4
8985,9126.1,1.7
8986,9126.4,9.7
8987,9126.7,7
8988,9126.8,1.7
8989,9127,11.1
8990,9127.2,12.7
8991,9127.6,8.7
8992,9127.7,18.3
8993,9127.7,2.5
8994,9127.8,0.8
8995,9127.8,0.9
8996,9128,10
8997,9128.1,1.3
8998,9128.4,1.8
8999,9128.6,8.3
9000,9128.8,4.1
9001,9129.3,8.2
9002,9129.3,13.3
9003,9129.4,0.9
9004,9129.6,3.5
9005,9129.8,17.1
9006,9129.8,6.8
9007,9129.8,16.2
9008,9129.8,2
9009,9129.9,5.7
9010,9130,9.6
9011,9130.2,2.6
9012,9130.2,14.2
9013,9130.6,13
9014,9130.7,6.7
9015,9130.9,3.5
9016,9130.9,6.8
9017,9130.9,6.2
9018,9131.1,2.5
9019,9131.1,4.3
9020,9131.4,12.5
9021,9131.4,2.4
9022,9131.5,9
9023,9131.5,7.5
9024,9131.6,7.9
9025,9131.8,8.7
9026,9132,2.9
9027,9132,3.6
9028,9132.1,7.3
9029,9132.1,2
9030,9132.3,9.3
9031,9132.3,4.6
9032,9132.3,27.7
9033,9132.4,9.7
9034,9132.4,5.2
9035,9132.4,5.1
9036,9132.4,9.1
9037,9132.6,11.3
9038,9132.7,25.2
9039,9132.8,7.4
9040,9132.8,1.4
9041,9132.9,6.8
9042,9133.1,2.2
9043,9133.1,25.1
9044,9133.1,9.9
9045,9133.1,13.9
9046,9133.2,13.6
9047,9133.3,4.2
9048,9133.4,2.7
9049,9133.4,4.3
9050,9133.5,6.6
9051,9133.6,3.6
9052,9133.6,12.1
9053,9133.6,9.9
9054,9133.7,5.8
9055,9133.8,3.6
9056,9133.8,10.4
9057,9133.9,6.2
9058,9133.9,4
9059,9134,7.5
9060,9134.2,18
9061,9134.4,10
9062,9134.4,2.8
9063,9134.4,4.8
9064,9134.5,5.1
9065,9134.6,14.5
9066,9134.7,4.3
9067,9134.7,7.8
9068,9134.7,7.5
9069,9134.7,3
9070,9134.8,1.2
9071,9134.9,5.5
9072,9135,12.2
9073,9135,11.9
9074,9135,5.3
9075,9135,9.3
9076,9135,2.4
9077,9135.1,3.2
9078,9135.1,6.7
9079,9135.1,5.3
9080,9135.1,28.3
9081,9135.1,7.4
9082,9135.2,9.5
9083,9135.2,9.7
9084,9135.4,1.3
9085,9135.4,10.7
9086,9135.5,6
9087,9135.6,8.6
9088,9135.6,7.5
9089,9135.6,6.8
9090,9135.8,2.7
9091,9135.8,3
9092,9135.8,9.7
9093,9135.9,9.1
9094,9135.9,5.3
9095,9135.9,15.6
9096,9135.9,13.5
9097,9135.9,7.8
9098,9135.9,17.6
9099,9136,11.1
9100,9136.2,7.5
9101,9136.2,8.3
9102,9136.3,4.1
9103,9136.3,3.5
9104,9136.4,9.4
9105,9136.4,7.9
9106,9136.5,15
9107,9136.5,4.6
9108,9136.6,1.8
9109,9136.6,5.2
9110,9136.7,1.6
9111,9136.7,19.2
9112,9136.7,2.7
9113,9136.7,7.8
9114,9136.7,7.9
9115,9136.8,16.7
9116,9136.9,3.6
9117,9136.9,16.2
9118,9137,9.5
9119,9137.1,18.3
9120,9137.2,2.7
9121,9137.2,8
9122,9137.3,4.7
9123,9137.3,1.8
9124,9137.5,11.2
9125,9137.5,6
9126,9137.5,4.1
9127,9137.6,13.9
9128,9137.7,4.4
9129,9137.7,7.3
9130,9137.8,1.9
9131,9137.8,8.9
9132,9137.9,4.8
9133,9137.9,10.7
9134,9137.9,9.4
9135,9137.9,7.6
9136,9137.9,7.1
9137,9138,11.7
9138,9138.1,13.3
9139,9138.1,10.4
9140,9138.3,4.7
9141,9138.3,2.5
9142,9138.3,6.2
9143,9138.3,9.4
9144,9138.3,7.4
9145,9138.4,12.6
9146,9138.4,3
9147,9138.5,18.5
9148,9138.5,5.5
9149,9138.5,5.9
9150,9138.7,8.3
9151,9138.7,10.4
9152,9138.8,8.6
9153,9138.8,4.1
9154,9139,3.9
9155,9139,8.8
9156,9139,6.5
9157,9139.2,10.2
9158,9139.35,1.81
9159,9139.4,7
9160,9139.5,4.5
9161,9139.6,5.9
9162,9139.8,10.4
9163,9139.8,1.2
9164,9140.3,3
9165,9140.4,14.1
9166,9140.7,8.6
9167,9140.7,6.2
9168,9140.7,7.3
9169,9140.9,3.9
9170,9141.5,7.1
9171,9141.5,13
9172,9141.6,2.9
9173,9141.8,1.1
9174,9142.7,2.5
9175,9148.02,1.35
9176,9152.8,1
9177,9153.6,1
9178,9157.2,2.5
9179,9162.31,9.54
9180,9164.6,0.6
9181,9191.2,0.5
9182,9215.2,1.9
9183,9281.9,1.2
9184,9289.3,0.9
9185,9338,0.9
9186,9348.8,0.8
9187,9353.49,1.64
9188,9353.65,8.42
9189,9356.81,4.99
9190,9393.8,0.8
9191,9405.6,0.3
9192,9414.3,1.2
9193,9416,23.8
9194,9416.5,32.3
9195,9416.6,16.9
9196,9416.8,11.9
9197,9416.9,24.1
9198,9417,3.9
9199,9417.2,4.2
9200,9417.4,3.4
9201,9417.4,35.8
9202,9418,18.4
9203,9418.2,0.7
9204,9418.3,10.4
9205,9418.3,4.2
9206,9418.5,38.3
9207,9418.5,7.3
9208,9418.9,4.9
9209,9418.9,13.4
9210,9419,2.4
9211,9419.2,16.7
9212,9419.2,17.7
9213,9419.3,28
9214,9419.4,5.3
9215,9419.4,16.9
9216,9419.4,11.9
9217,9419.5,2
9218,9419.5,11.4
9219,9419.7,3.5
9220,9419.8,17.5
9221,9419.8,9.9
9222,9419.8,0.8
9223,9419.8,32.1
9224,9420,9.2
9225,9420.1,2.1
9226,9420.3,24
9227,9420.5,17.4
9228,9420.5,19.3
9229,9420.5,7.5
9230,9420.6,26.4
9231,9420.7,0.4
9232,9420.9,6.8
9233,9421.1,6.3
9234,9421.2,27.7
9235,9421.3,12.1
9236,9421.4,7.5
9237,9421.5,3.6
9238,9421.8,3
9239,9421.9,3.2
9240,9421.9,3
9241,9422,6.1
9242,9422.1,1.1
9243,9422.1,3.5
9244,9422.1,5.9
9245,9422.1,8.5
9246,9422.1,7
9247,9422.2,32.3
9248,9422.2,26.6
9249,9422.2,5.4
9250,9422.3,51.9
9251,9422.3,1.5
9252,9422.4,38.7
9253,9422.4,16.6
9254,9422.5,6
9255,9422.6,11.9
9256,9422.7,13.9
9257,9422.7,12.1
9258,9422.8,10.8
9259,9422.8,10.6
9260,9422.8,7.9
9261,9422.9,23.2
9262,9423,11.8
9263,9423.1,15.1
9264,9423.2,27.8
9265,9423.3,51.1
9266,9423.4,8
9267,9423.4,20.7
9268,9423.4,0.9
9269,9423.4,22.3
9270,9423.5,22.8
9271,9423.7,2.6
9272,9423.7,7.3
9273,9423.7,21.8
9274,9423.9,14.5
9275,9423.9,24.9
9276,9424,14.8
9277,9424,28.1
9278,9424.1,16.8
9279,9424.1,10.6
9280,9424.1,23.6
9281,9424.2,35.9
9282,9424.3,18.2
